City,Description,Temperature (C),Feels Like (C),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local time),Sunset (Local time)
Arrondissement de Nantes,broken clouds,9.960000000000036,6.560000000000002,1013,62,8.23,2024-12-07 12:51:59,2024-12-07 08:39:14,2024-12-07 17:16:58
