City,Description,Temperature (C),Feels Like (C),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local time),Sunset (Local time)
Arrondissement de Nantes,broken clouds,12.960000000000036,12.770000000000039,1017,94,5.66,2024-12-06 23:19:05,2024-12-06 08:38:11,2024-12-06 17:17:10
